Graph 1_sub
16 15
9 24 16 10 13 7 12 9 10 11 17 16 9 9 20 13 
1 3
1 2
2 6
2 5
2 4
4 10
4 9
4 8
4 7
7 13
7 12
7 11
11 16
11 15
11 14

Graph 2_sub
16 18
20 29 24 15 11 18 21 13 16 14 20 18 16 20 17 9 
1 2
2 5
2 4
2 3
3 4
4 7
4 6
6 7
7 8
8 10
8 9
9 15
9 14
9 13
9 12
9 11
11 16
11 15

Graph 3_sub
16 30
12 6 14 10 20 21 16 20 12 5 18 15 12 16 16 15 
1 11
1 9
1 8
1 7
1 6
1 5
1 4
1 3
1 2
2 11
2 9
2 8
2 3
3 15
3 13
3 12
3 5
3 11
3 8
4 11
6 13
8 10
8 9
9 11
9 10
10 11
12 15
12 14
13 16
14 15

Graph 100_sub
16 21
22 8 18 23 19 10 15 16 8 20 17 24 20 15 14 14 
1 4
1 3
1 2
2 5
2 4
2 3
3 6
3 4
3 5
4 5
6 11
6 10
6 9
6 8
6 7
7 14
7 13
7 12
7 9
12 16
12 15

Graph 5_sub
16 18
7 19 21 11 18 19 12 14 29 21 9 17 9 5 13 17 
1 5
1 4
1 3
1 2
2 6
2 5
5 10
5 9
5 8
5 7
7 12
7 11
7 10
10 16
10 15
10 14
10 13
10 12

Graph 6_sub
16 19
11 12 18 15 17 12 12 16 15 12 15 18 14 23 12 17 
1 7
1 6
1 5
1 4
1 3
1 2
4 9
4 8
4 6
4 5
6 9
8 9
9 16
9 15
9 14
9 13
9 12
9 11
9 10

Graph 39_sub
16 21
25 11 7 16 5 23 11 23 15 13 20 21 9 17 17 20 
1 7
1 6
1 5
1 4
1 3
1 2
2 3
2 8
2 4
3 12
3 11
3 10
3 9
3 4
3 6
4 8
5 9
9 16
9 15
9 14
9 13

Graph 8_sub
16 31
14 13 11 9 15 14 18 21 6 5 6 8 10 2 4 13 
1 10
1 9
1 8
1 7
1 6
1 5
1 4
1 3
1 2
2 13
2 12
2 11
2 10
2 6
2 5
2 7
2 8
3 14
5 14
5 10
6 14
6 10
7 14
7 10
10 14
10 12
10 13
11 14
12 14
14 16
14 15

Graph 9_sub
16 15
12 12 10 16 7 23 14 14 23 16 17 18 12 9 14 13 
1 3
1 2
2 10
2 9
2 8
2 7
2 6
2 5
2 4
4 16
4 15
4 14
4 13
4 12
4 11

Graph 10_sub
16 35
18 9 19 15 21 14 12 14 11 12 10 10 28 9 8 23 
1 7
1 6
1 5
1 4
1 3
1 2
2 10
2 9
2 8
2 7
2 6
2 5
2 3
2 4
3 10
3 7
3 6
4 10
4 7
4 6
5 14
5 13
5 8
5 7
5 6
6 7
7 10
8 11
8 9
9 14
9 13
9 12
9 11
10 16
10 15

Graph 11_sub
16 17
14 13 6 15 22 20 18 8 24 13 17 8 11 13 22 13 
1 6
1 5
1 4
1 3
1 2
2 3
3 6
4 7
7 16
7 15
7 14
7 13
7 12
7 11
7 10
7 9
7 8

Graph 12_sub
16 16
13 19 20 12 4 20 16 8 24 11 18 24 12 12 17 10 
1 3
1 2
2 6
2 5
2 4
4 15
4 14
4 13
4 12
4 11
4 10
4 9
4 8
4 7
7 16
7 12

Graph 13_sub
16 18
9 3 16 10 12 12 10 7 5 10 13 23 12 16 9 17 
1 2
2 5
2 4
2 3
4 8
4 7
4 6
6 13
6 10
6 9
6 8
7 13
7 12
7 11
9 10
11 14
13 16
13 15

Graph 14_sub
16 17
20 11 12 17 8 14 4 17 9 17 16 16 19 15 14 13 
1 12
1 11
1 10
1 9
1 8
1 7
1 6
1 5
1 4
1 3
1 2
2 16
2 15
2 14
2 13
2 3
2 8

Graph 15_sub
16 16
9 14 13 11 6 20 5 21 19 25 13 15 16 18 20 17 
1 3
1 2
2 14
2 13
2 12
2 11
2 10
2 9
2 8
2 7
2 6
2 5
2 4
4 16
4 15
4 6

Graph 16_sub
16 16
15 11 17 15 6 26 18 22 14 16 11 15 11 20 14 16 
1 2
2 6
2 5
2 4
2 3
3 16
3 15
3 14
3 13
3 12
3 11
3 10
3 9
3 8
3 7
3 6

Graph 17_sub
16 19
19 18 10 17 12 12 20 19 13 10 11 16 22 17 18 10 
1 3
1 2
2 4
4 9
4 8
4 7
4 6
4 5
5 10
5 7
5 8
10 11
11 13
11 12
12 15
12 14
13 14
14 16
14 15

Graph 18_sub
16 16
5 13 17 11 13 19 14 14 14 21 15 20 16 21 16 14 
1 2
2 9
2 8
2 7
2 6
2 5
2 4
2 3
3 10
4 15
4 14
4 13
4 12
4 11
11 16
11 12

Graph 19_sub
16 18
18 12 15 14 17 15 22 14 10 14 8 11 13 7 11 8 
1 3
1 2
2 8
2 7
2 6
2 5
2 4
4 15
4 14
4 13
4 12
4 11
4 10
4 9
4 6
4 7
9 15
15 16

Graph 20_sub
16 21
8 7 9 17 12 12 13 15 26 6 17 13 17 16 9 7 
1 5
1 4
1 3
1 2
2 3
2 5
3 5
3 4
4 5
5 7
5 6
6 10
6 9
6 8
6 7
8 14
8 13
8 12
8 11
12 16
12 15

Graph 86_sub
16 15
15 8 15 13 6 10 17 4 10 11 14 18 21 11 15 18 
1 11
1 10
1 9
1 8
1 7
1 6
1 5
1 4
1 3
1 2
2 12
12 16
12 15
12 14
12 13

Graph 22_sub
16 17
8 7 8 10 13 9 14 16 9 19 11 7 22 15 19 18 
1 3
1 2
2 4
4 6
4 5
5 10
5 7
7 10
7 9
7 8
8 10
10 16
10 15
10 14
10 13
10 12
10 11

Graph 23_sub
16 15
9 8 14 15 18 18 10 22 17 6 9 12 7 10 16 16 
1 10
1 9
1 8
1 7
1 6
1 5
1 4
1 3
1 2
2 16
2 15
2 14
2 13
2 12
2 11

Graph 24_sub
16 15
22 7 10 22 17 15 17 16 20 13 9 22 16 21 12 12 
1 13
1 12
1 11
1 10
1 9
1 8
1 7
1 6
1 5
1 4
1 3
1 2
2 16
2 15
2 14

Graph 25_sub
16 16
18 18 15 11 15 19 13 16 8 17 15 6 4 19 16 16 
1 2
2 9
2 8
2 7
2 6
2 5
2 4
2 3
3 13
3 12
3 11
3 10
3 8
10 16
10 15
10 14

Graph 26_sub
16 15
18 17 12 22 11 10 24 12 16 12 15 7 21 9 12 0 
1 2
2 3
3 16
3 15
3 14
3 13
3 12
3 11
3 10
3 9
3 8
3 7
3 6
3 5
3 4

Graph 27_sub
16 21
17 17 22 15 13 15 16 12 16 15 13 15 16 23 18 19 
1 5
1 4
1 3
1 2
2 6
2 5
3 4
3 6
4 6
5 11
5 10
5 9
5 8
5 7
7 12
8 15
9 16
9 10
12 14
12 13
13 14

Graph 28_sub
16 19
16 15 15 13 19 12 9 13 17 16 10 12 14 15 21 9 
1 4
1 3
1 2
2 5
2 3
3 9
3 8
3 4
5 7
5 6
6 7
8 11
8 10
11 13
11 12
12 15
12 14
12 13
14 16

Graph 29_sub
16 15
23 18 9 15 10 5 16 10 18 13 13 4 18 15 8 11 
1 2
2 3
3 9
3 8
3 7
3 6
3 5
3 4
4 16
4 15
4 14
4 13
4 12
4 11
4 10

Graph 30_sub
16 18
11 16 16 4 17 23 17 16 14 11 16 16 12 18 9 12 
1 8
1 7
1 6
1 5
1 4
1 3
1 2
2 10
2 9
9 12
9 11
9 10
11 15
11 14
11 13
13 15
14 16
14 15

Graph 13_sub
16 19
16 16 17 24 18 3 13 11 11 19 10 14 7 13 2 10 
1 6
1 5
1 4
1 3
1 2
3 10
3 9
3 8
3 7
3 5
5 8
7 8
8 9
9 16
9 15
9 14
9 13
9 12
9 11

Graph 63_sub
16 15
15 15 11 6 19 20 3 10 22 11 11 10 25 10 15 18 
1 3
1 2
2 6
2 5
2 4
4 14
4 13
4 12
4 11
4 10
4 9
4 8
4 7
7 16
7 15

Graph 31_sub
16 18
14 18 17 12 13 20 8 15 4 14 12 10 6 15 18 8 
1 2
2 4
