Graph 1_sub
20 23
15 15 13 16 16 13 18 16 22 14 5 18 8 18 8 23 18 11 23 13 
1 7
1 6
1 5
1 4
1 3
1 2
2 11
2 10
2 9
2 8
2 5
2 4
3 8
5 8
8 20
8 19
8 18
8 17
8 16
8 15
8 14
8 13
8 12

Graph 2_sub
20 22
10 24 17 14 13 16 19 10 22 10 18 12 20 8 14 15 0 20 9 15 
1 5
1 4
1 3
1 2
2 4
3 11
3 10
3 9
3 8
3 7
3 6
3 5
6 12
6 8
12 20
12 19
12 18
12 17
12 16
12 15
12 14
12 13

Graph 3_sub
20 26
10 19 14 21 20 17 22 13 13 17 19 21 17 6 14 24 12 26 13 16 
1 3
1 2
2 3
3 7
3 6
3 5
3 4
4 12
4 11
4 10
4 9
4 8
6 9
9 13
9 12
10 13
11 19
11 18
11 17
11 16
11 15
11 14
14 15
14 16
14 17
15 20

Graph 4_sub
20 23
12 23 6 14 17 15 12 16 13 23 8 8 10 18 14 12 13 15 12 17 
1 3
1 2
2 8
2 7
2 6
2 5
2 4
4 11
4 10
4 9
4 5
5 12
5 10
5 9
10 11
12 15
12 14
12 13
13 19
13 18
13 17
13 16
16 20

Graph 5_sub
20 41
10 14 12 10 25 15 11 17 19 15 21 14 16 18 21 15 13 15 11 18 
1 6
1 3
1 2
2 13
2 6
2 5
2 4
2 3
3 14
3 5
3 12
3 9
3 8
4 13
4 5
4 10
4 9
4 8
4 7
4 6
5 13
5 6
6 16
6 15
6 14
6 13
6 12
6 11
6 10
6 8
7 10
8 10
8 9
9 12
9 11
9 10
11 12
14 20
14 19
14 18
14 17

Graph 61_sub
20 22
8 15 21 18 18 13 8 3 16 14 13 14 15 18 11 8 17 13 5 3 
1 2
2 11
2 10
2 9
2 8
2 7
2 6
2 5
2 4
2 3
3 13
3 12
4 14
9 14
12 18
12 17
12 16
12 15
12 14
14 20
14 19
14 15

Graph 84_sub
20 23
14 15 19 14 8 15 16 16 19 24 14 7 16 23 8 5 6 13 17 14 
1 4
1 3
1 2
2 5
2 4
2 3
4 7
4 6
6 11
6 10
6 9
6 8
8 20
8 19
8 18
8 17
8 16
8 15
8 14
8 13
8 12
8 11
8 10

Graph 8_sub
20 23
12 9 20 12 16 18 19 14 13 14 14 12 17 23 19 22 11 14 14 13 
1 3
1 2
2 4
2 3
3 6
3 5
3 4
4 13
4 12
4 11
4 10
4 9
4 8
4 7
4 6
7 17
7 16
7 15
7 14
7 10
8 20
14 18
15 19

Graph 9_sub
20 20
6 17 15 12 11 13 18 18 15 7 14 21 10 13 16 12 14 7 15 17 
1 5
1 4
1 3
1 2
2 20
2 19
2 18
2 17
2 16
2 15
2 14
2 13
2 12
2 11
2 10
2 9
2 8
2 7
2 6
2 4

Graph 10_sub
20 21
10 14 16 19 17 13 14 16 14 6 14 14 16 19 9 23 10 9 24 13 
1 4
1 3
1 2
2 5
2 4
4 9
4 8
4 7
4 6
5 6
7 20
7 19
7 18
