Graph 1_sub
16 23
18 7 14 15 17 23 2 11 6 12 9 13 13 17 13 7 
0 4
0 5
1 6
1 5
1 4
1 3
1 2
2 6
2 5
2 3
3 5
4 9
4 8
4 7
4 5
5 6
7 16
7 15
7 14
7 13
7 12
7 11
7 10

Graph 2_sub
16 20
5 25 8 17 19 9 18 13 12 16 9 16 13 12 8 9 
0 7
0 1
1 6
1 5
1 4
1 3
1 2
2 6
2 3
6 9
6 8
6 7
7 16
7 15
7 14
7 13
7 12
7 11
7 10
7 8

Graph 3_sub
16 20
17 22 3 17 20 16 15 15 22 13 10 3 12 12 16 8 
0 4
0 2
0 1
1 3
1 2
2 7
2 6
2 5
2 4
2 3
3 4
4 10
4 9
4 8
8 16
8 15
8 14
8 13
8 12
8 11

Graph 4_sub
16 19
11 17 10 5 13 18 12 17 18 11 5 17 18 19 9 27 
0 4
1 3
1 2
2 7
2 6
2 5
2 4
3 4
4 12
4 11
4 10
4 9
4 8
4 6
8 13
11 15
13 14
14 15
15 16

Graph 5_sub
16 18
20 23 16 16 11 22 18 11 12 13 13 18 22 13 19 15 
1 3
1 2
2 5
2 4
4 8
4 7
4 6
4 5
6 13
6 12
6 11
6 10
6 9
6 7
9 16
9 15
9 14
9 10

Graph 6_sub
16 18
14 7 24 13 13 21 22 11 19 5 14 19 18 14 20 10 
0 5
0 3
1 2
2 4
2 3
3 8
3 7
3 6
3 5
5 12
5 11
5 10
5 9
9 16
9 15
9 14
9 13
9 10

Graph 7_sub
16 17
16 17 11 15 10 10 16 6 20 13 21 14 12 9 13 18 
1 2
2 7
2 6
2 5
2 4
2 3
3 8
3 6
3 7
8 9
9 16
9 15
9 14
9 13
9 12
9 11
9 10

Graph 8_sub
16 16
11 14 13 11 9 8 19 22 12 27 7 23 20 7 7 22 
1 5
1 4
1 3
1 2
2 12
2 11
2 10
2 9
2 8
2 7
2 6
4 6
6 16
6 15
6 14
6 13

Graph 9_sub
16 21
11 18 10 17 12 16 12 20 13 19 12 8 8 16 11 18 
0 1
1 8
1 7
1 6
1 5
1 4
1 3
1 2
3 14
3 11
3 10
3 9
7 14
9 11
10 14
10 13
10 12
10 11
12 14
13 16
13 15

Graph 89_sub
16 23
13 14 18 10 5 12 16 9 10 7 18 16 14 16 25 7 
1 4
1 3
1 2
2 3
2 4
3 5
3 4
5 10
5 9
5 8
5 7
5 6
6 11
6 10
6 8
7 12
7 11
8 11
11 16
11 15
11 14
11 13
11 12

Graph 11_sub
16 16
15 18 11 2 21 12 14 18 15 17 23 15 15 18 13 19 
1 8
1 7
1 6
1 5
1 4
1 3
1 2
2 16
2 15
2 14
2 13
2 12
2 11
2 10
2 9
2 8

Graph 12_sub
16 19
11 10 16 14 26 15 19 19 18 5 25 13 14 15 13 22 
0 13
0 5
0 3
1 4
1 3
1 2
3 12
3 11
3 10
3 9
3 8
3 7
3 6
3 5
5 13
5 6
13 16
13 15
13 14

Graph 13_sub
16 16
16 10 3 23 17 10 18 14 8 22 19 5 5 19 11 11 
0 3
1 2
2 3
3 16
3 15
3 14
3 13
3 12
3 11
3 10
3 9
3 8
3 7
3 6
3 5
3 4

Graph 83_sub
16 19
18 17 22 19 20 15 15 15 8 21 12 12 15 16 16 15 
1 7
1 6
1 5
1 4
1 3
1 2
2 11
2 10
2 9
2 8
2 4
2 3
8 14
8 13
8 12
8 9
12 15
13 15
15 16

Graph 15_sub
16 16
4 12 15 20 18 20 18 10 17 22 20 4 14 15 12 9 
1 4
1 3
1 2
2 3
3 7
3 6
3 5
5 8
8 14
8 13
8 12
8 11
8 10
8 9
9 16
9 15

Graph 16_sub
16 21
11 10 17 18 14 16 16 15 16 8 11 8 10 10 19 12 
1 6
1 5
1 4
1 3
1 2
2 8
2 7
2 6
2 4
2 5
3 6
4 6
6 16
6 15
6 14
6 13
6 12
6 11
6 10
6 9
6 7

Graph 17_sub
16 15
7 18 22 9 19 19 10 11 12 17 23 13 8 15 18 22 
1 3
1 2
2 12
2 11
2 10
2 9
2 8
2 7
2 6
2 5
2 4
4 13
13 16
13 15
13 14

Graph 18_sub
16 28
15 14 10 6 8 18 21 10 11 22 18 12 19 10 13 12 
0 4
0 3
0 2
0 1
