Graph 1_sub
12 14
5 17 11 12 13 15 12 17 13 17 9 13 
1 5
1 4
1 3
1 2
2 3
2 4
3 5
5 12
5 11
5 10
5 9
5 8
5 7
5 6

Graph 2_sub
12 11
13 15 20 18 16 11 6 19 13 18 8 10 
1 7
1 6
1 5
1 4
1 3
1 2
2 12
2 11
2 10
2 9
2 8

Graph 82_sub
12 14
13 9 18 22 22 13 13 12 10 13 14 13 
1 9
1 8
1 7
1 6
1 5
1 4
1 3
1 2
2 11
2 10
2 9
2 4
2 5
10 12

Graph 79_sub
12 16
10 14 14 17 19 21 12 25 25 18 14 7 
1 4
1 2
2 4
2 3
3 5
3 4
5 7
5 6
6 10
6 9
6 8
8 10
8 9
9 12
9 11
9 10

Graph 65_sub
12 13
10 18 15 13 12 15 15 11 14 18 22 16 
1 3
1 2
2 9
2 8
2 7
2 6
2 5
2 4
2 3
4 10
4 9
10 12
10 11

Graph 6_sub
12 11
10 19 12 11 14 15 12 21 15 9 9 19 
1 12
1 11
1 10
1 9
1 8
1 7
1 6
1 5
1 4
1 3
1 2

Graph 7_sub
12 19
12 14 8 13 10 19 11 19 9 6 15 11 
1 6
1 5
1 4
1 3
1 2
2 6
2 5
2 3
2 4
3 5
3 6
4 5
5 12
5 11
5 10
5 9
5 8
5 7
5 6

Graph 8_sub
12 13
20 14 14 24 11 7 16 23 16 17 20 21 
1 4
1 3
1 2
2 7
2 6
2 5
5 11
5 10
5 9
5 8
5 7
6 7
7 12

Graph 9_sub
12 12
18 19 19 10 3 19 9 15 21 17 11 18 
1 3
1 2
2 3
3 9
3 8
3 7
3 6
3 5
3 4
5 11
5 10
10 12

Graph 10_sub
12 11
2 21 6 3 11 6 14 15 12 17 14 9 
1 3
1 2
2 7
2 6
2 5
2 4
6 12
6 11
6 10
6 9
6 8

Graph 11_sub
12 15
19 16 15 12 10 10 10 26 15 21 14 11 
1 2
2 6
2 5
2 4
2 3
3 10
3 8
3 7
3 5
7 11
7 10
7 9
9 10
10 11
11 12

Graph 12_sub
12 33
12 17 12 18 19 15 18 15 14 15 24 19 
1 7
1 6
1 5
1 4
1 3
1 2
2 7
2 6
2 5
2 4
3 12
3 5
3 7
3 9
3 10
3 8
3 6
4 10
4 9
4 11
4 6
5 10
5 6
6 7
7 11
7 10
7 9
7 8
8 11
8 9
8 10
9 10
9 11

Graph 13_sub
12 30
15 9 21 16 12 12 12 13 19 13 12 15 
1 4
1 3
1 2
3 11
3 10
3 9
3 8
3 7
3 6
3 5
4 12
5 7
5 11
5 10
5 9
5 6
5 8
6 8
6 7
6 9
6 11
7 9
7 8
7 11
7 10
8 11
8 10
9 11
9 10
10 11

Graph 14_sub
12 12
21 4 16 9 12 13 13 14 15 5 12 23 
1 4
1 3
1 2
2 9
2 8
2 7
2 6
2 5
5 10
5 6
10 11
11 12

Graph 15_sub
12 12
18 9 16 24 14 7 4 12 13 10 10 10 
1 3
1 2
2 4
2 3
4 6
4 5
5 8
5 7
6 12
7 10
7 9
8 11

Graph 32_sub
12 15
22 9 5 16 24 19 15 17 10 16 16 9 
1 4
1 3
1 2
2 3
2 5
3 4
3 5
4 7
4 6
6 9
6 8
6 7
8 10
10 12
10 11

Graph 17_sub
12 16
21 19 15 20 21 19 11 12 17 12 12 19 
1 2
2 10
2 9
2 8
2 7
2 6
2 5
2 4
2 3
3 11
3 10
3 4
8 10
9 10
10 12
10 11

Graph 18_sub
12 11
15 5 17 23 18 10 15 16 21 16 15 13 
1 12
1 11
1 10
1 9
1 8
1 7
1 6
1 5
1 4
1 3
1 2

Graph 19_sub
12 13
10 16 14 19 13 17 10 14 24 16 16 21 
1 3
