Graph 1_sub
20 30
27 23 5 21 23 4 13 21 14 17 9 23 19 17 16 22 15 23 13 9 
1 3
1 2
2 7
2 6
2 5
2 4
6 12
6 11
6 10
6 9
6 8
8 12
8 9
8 10
9 12
9 10
9 11
10 13
10 12
10 11
11 19
11 18
11 17
11 16
11 15
11 14
11 13
13 20
13 15
13 19

Graph 2_sub
20 20
12 18 19 21 14 8 19 13 18 22 7 23 12 14 11 10 15 23 15 10 
1 6
1 5
1 4
1 3
1 2
2 8
2 7
3 7
7 20
7 19
7 18
7 17
7 16
7 15
7 14
7 13
7 12
7 11
7 10
7 9

Graph 34_sub
20 28
17 6 16 19 20 21 8 15 16 16 21 11 17 11 18 24 21 15 20 14 
1 10
1 9
1 8
1 7
1 6
1 5
1 4
1 3
1 2
2 6
2 7
2 4
2 9
3 16
3 15
3 14
3 13
3 12
3 11
3 4
11 18
11 17
11 14
11 13
13 19
14 17
17 19
19 20

Graph 92_sub
20 27
17 15 14 9 16 18 6 12 12 13 23 9 13 14 13 14 21 23 18 16 
1 5
1 4
1 3
1 2
2 11
2 10
2 9
2 8
2 7
2 6
2 3
4 6
5 6
6 11
6 7
6 9
7 11
8 20
8 19
8 18
8 17
8 16
8 15
8 14
8 13
8 12
9 11

Graph 5_sub
20 25
11 16 8 9 14 10 14 25 18 28 20 11 26 16 10 17 14 18 18 11 
1 3
1 2
2 6
2 5
2 4
3 4
4 7
4 6
6 9
6 8
6 7
8 12
8 11
8 10
9 14
9 13
10 12
10 11
11 12
13 16
13 15
15 19
15 18
15 17
17 20

Graph 6_sub
20 21
17 13 15 9 15 17 11 17 19 8 17 16 5 12 20 10 8 8 11 16 
1 4
1 3
1 2
2 9
2 8
2 7
2 6
2 5
3 5
5 20
5 19
5 18
5 17
5 16
5 15
5 14
5 13
5 12
5 11
5 10
5 8

Graph 7_sub
20 25
19 17 13 11 11 23 12 10 9 10 19 6 18 13 11 14 8 17 15 24 
1 4
1 3
1 2
2 4
2 3
3 4
4 7
4 6
4 5
5 10
5 9
5 8
5 6
8 17
8 16
8 15
8 14
8 13
8 12
8 11
8 9
11 18
12 20
12 19
12 13

Graph 8_sub
20 26
7 13 13 14 7 21 15 20 17 19 21 19 9 14 13 10 25 10 24 9 
1 4
1 3
1 2
2 5
2 4
3 5
5 17
5 16
5 15
5 14
5 13
5 12
5 11
5 10
5 9
5 8
5 7
5 6
6 19
6 18
8 18
11 18
12 18
17 18
18 20
18 19

Graph 27_sub
20 32
13 11 15 15 21 16 12 13 19 24 15 16 14 9 16 18 12 6 19 16 
1 4
1 3
1 2
2 3
2 4
3 8
3 7
3 6
3 5
3 4
5 9
5 8
5 7
5 6
6 10
6 9
7 11
9 10
10 11
11 14
11 13
11 12
12 17
12 16
12 15
15 19
15 18
15 16
15 17
16 18
17 18
18 20

Graph 10_sub
20 25
17 21 19 14 16 21 15 13 13 13 15 14 8 19 9 21 17 21 15 20 
1 5
1 4
1 3
1 2
2 7
2 6
2 3
3 9
6 9
6 8
8 13
8 12
8 11
8 10
9 20
9 19
9 18
10 11
11 13
12 15
12 14
14 15
15 17
15 16
16 17

Graph 11_sub
20 24
8 11 12 13 16 19 9 9 16 12 10 15 16 25 20 8 16 0 18 23 
1 2
2 5
2 4
2 3
3 6
6 7
7 8
8 18
8 17
8 16
8 15
8 14
8 13
8 12
8 11
8 10
8 9
9 18
9 14
9 11
9 13
9 15
18 20
18 19

Graph 12_sub
20 23
14 13 9 14 11 19 18 20 13 17 26 18 19 24 16 17 14 19 15 12 
1 4
1 3
1 2
2 6
2 5
2 3
5 10
5 9
5 8
5 7
5 6
6 7
7 11
11 15
11 14
11 13
11 12
12 20
12 19
12 18
12 17
12 16
12 14

Graph 13_sub
20 38
16 17 9 4 17 8 18 21 15 21 15 12 13 19 12 12 12 13 8 23 
1 5
1 2
2 6
2 5
2 4
2 3
3 9
3 8
3 7
4 6
6 20
6 19
9 11
9 10
10 17
10 18
10 15
10 14
10 13
10 12
12 17
12 16
12 14
13 15
13 14
13 18
13 17
13 16
14 16
14 15
14 17
14 18
15 16
15 17
15 18
16 18
16 17
17 18

Graph 14_sub
20 26
22 11 23 16 27 15 17 13 19 12 11 9 17 6 20 20 16 15 8 8 
1 2
2 6
2 5
2 4
2 3
3 15
3 14
3 13
3 12
3 11
3 10
3 9
3 8
3 7
3 5
3 4
7 17
7 16
7 11
8 18
8 14
8 12
9 20
9 19
11 17
13 18

Graph 15_sub
20 23
13 19 19 13 11 13 17 27 8 14 15 15 15 15 17 8 17 14 3 18 
1 3
1 2
2 3
3 5
3 4
4 8
4 7
4 6
6 11
6 10
6 9
9 11
10 13
10 12
12 15
12 14
12 13
14 18
14 17
14 16
16 18
18 20
18 19

Graph 16_sub
20 34
16 16 15 9 8 15 17 21 19 5 12 6 13 13 12 13 19 6 19 5 
1 8
1 6
1 5
1 4
1 3
1 2
2 8
2 7
2 6
2 3
2 4
2 5
3 9
3 8
3 7
4 7
5 8
6 7
7 8
9 15
9 14
9 13
9 12
9 11
9 10
10 14
10 13
11 15
13 14
15 17
15 16
16 19
16 18
17 20

Graph 17_sub
20 36
16 16 9 15 12 7 21 16 14 13 18 3 16 6 17 14 16 10 10 14 
1 3
1 2
2 12
2 11
2 10
2 9
2 8
2 7
2 6
2 5
2 4
2 3
4 12
4 11
4 9
4 10
4 6
4 7
4 5
5 11
6 12
6 11
7 11
8 11
9 11
10 12
10 11
11 12
12 15
12 14
12 13
13 20
13 19
13 18
13 17
13 16

Graph 18_sub
20 25
1 15 7 25 18 11 13 18 16 14 15 22 25 21 18 15 14 5 11 14 
1 8
1 4
1 3
1 2
2 6
2 5
2 4
2 3
3 8
3 4
4 9
4 8
4 7
4 5
8 20
8 19
8 18
8 17
8 16
8 15
8 14
8 13
8 12
8 11
8 10

Graph 19_sub
20 24
13 15 12 8 12 13 6 12 18 13 23 16 13 11 12 27 9 20 18 8 
1 5
1 4
1 3
1 2
2 5
2 3
3 5
4 5
5 7
5 6
6 8
7 15
7 14
7 13
8 11
8 10
8 9
11 12
13 19
13 18
13 17
13 16
14 16
16 20

Graph 20_sub
20 25
18 19 18 9 16 20 19 21 18 10 14 15 10 18 11 21 17 19 17 9 
1 8
1 7
1 6
1 5
1 4
1 3
1 2
2 10
2 9
2 7
6 19
8 11
9 19
9 18
9 17
9 16
9 15
9 14
9 13
9 12
9 11
9 10
11 19
11 18
19 20

Graph 79_sub
20 30
14 11 8 10 14 10 7 11 20 15 18 18 17 25 5 14 18 20 4 14 
1 5
1 4
1 3
1 2
2 6
2 5
2 3
2 4
3 7
4 5
5 7
5 6
6 7
7 15
7 14
7 13
7 12
7 11
7 10
7 9
7 8
8 18
8 17
8 16
8 15
8 10
10 19
15 19
15 16
19 20

Graph 36_sub
20 21
5 22 10 13 18 17 20 12 20 24 12 14 13 5 22 8 12 13 18 13 
1 3
1 2
2 17
2 15
2 14
2 13
2 12
2 11
2 10
2 9
2 8
2 7
2 6
2 5
2 4
2 3
5 17
5 16
17 20
17 19
17 18

Graph 83_sub
20 22
8 14 21 21 15 18 6 20 23 14 14 10 11 18 18 16 14 8 19 11 
1 4
1 3
1 2
2 6
2 5
6 8
6 7
7 11
7 10
7 9
9 11
11 15
11 14
11 13
11 12
12 20
12 19
12 18
12 17
12 16
12 15
12 14

Graph 24_sub
20 28
14 12 12 12 10 24 5 16 22 13 20 11 22 9 15 18 12 17 27 5 
1 2
2 4
2 3
3 8
3 7
3 6
3 5
3 4
4 19
4 9
4 7
4 5
5 8
7 9
9 13
9 12
9 11
9 10
10 14
10 11
11 14
12 19
12 16
12 15
15 17
16 19
17 18
19 20

Graph 72_sub
20 23
18 16 10 11 21 15 17 5 14 16 12 4 9 9 11 16 19 18 20 23 
1 2
2 3
3 8
3 7
3 6
3 5
3 4
4 9
4 7
4 8
6 13
7 12
9 11
9 10
10 12
12 14
12 13
13 20
13 19
13 18
13 17
13 16
13 15

Graph 26_sub
20 24
18 24 15 11 5 13 19 13 24 17 15 16 19 21 21 13 20 8 14 10 
1 6
1 5
1 4
1 3
1 2
2 3
2 7
2 5
3 9
3 8
5 7
6 7
8 19
8 18
8 17
8 16
8 15
8 14
8 13
8 12
8 11
8 10
10 20
10 12

Graph 27_sub
20 50
9 9 13 22 15 14 20 16 12 21 14 24 19 17 9 14 15 15 11 13 
1 3
1 2
2 3
3 17
3 6
3 5
3 4
4 7
5 19
5 18
5 7
5 9
5 14
5 11
5 8
6 17
6 8
7 14
7 10
7 9
7 8
8 16
8 14
8 13
8 12
8 11
8 10
8 9
9 11
9 13
9 16
9 15
9 14
10 13
10 12
10 16
10 15
11 14
12 13
12 16
12 15
13 17
13 16
13 15
14 18
15 17
15 16
16 17
18 20
18 19

Graph 28_sub
20 26
12 17 15 15 21 16 15 23 7 18 14 20 12 7 10 11 15 17 8 21 
1 3
1 2
2 4
2 3
3 5
3 4
4 7
4 6
4 5
5 14
5 12
5 11
5 10
5 9
5 8
5 7
8 12
9 13
13 18
13 17
13 16
13 15
13 14
14 20
14 19
14 16

Graph 34_sub
20 43
17 15 16 12 13 20 8 21 16 16 19 14 6 12 21 24 11 18 17 24 
1 13
1 11
1 10
1 9
1 8
1 7
1 6
1 5
1 4
1 3
1 2
2 12
3 5
3 13
3 6
3 8
3 7
3 11
3 9
5 6
5 8
5 7
6 8
6 7
6 11
6 9
6 13
7 8
7 11
7 13
8 13
9 13
9 11
10 18
10 17
10 16
10 15
10 14
10 11
11 13
14 20
14 19
14 15

Graph 79_sub
20 23
18 19 20 18 7 12 19 7 20 15 18 14 15 17 25 5 11 8 24 11 
1 7
1 6
1 5
1 4
1 3
1 2
2 4
2 7
3 11
3 10
3 9
3 8
8 18
8 17
8 16
8 15
8 14
8 13
8 12
8 10
8 9
12 20
12 19

Graph 9_sub
