Graph 1_sub
24 34
22 11 14 10 7 13 16 7 15 5 9 13 14 17 20 23 15 17 5 4 21 23 19 17 
1 3
1 2
2 3
3 5
3 4
4 9
4 8
4 7
4 6
4 5
6 12
6 11
6 10
8 17
8 16
8 15
8 14
8 13
10 12
11 12
13 14
13 18
13 17
13 15
13 16
14 24
14 23
14 22
14 21
14 20
14 19
14 15
14 16
17 18

Graph 2_sub
24 32
15 21 7 15 10 6 12 18 18 23 13 18 14 19 13 8 18 20 9 16 12 21 11 18 
1 5
1 4
1 3
1 2
2 7
2 6
2 4
2 3
2 5
3 6
7 16
7 15
7 14
7 13
7 12
7 11
7 10
7 9
7 8
8 18
8 17
8 9
9 19
9 17
11 19
17 19
17 18
19 24
19 23
19 22
19 21
19 20

Graph 3_sub
24 27
14 14 21 18 18 16 14 20 13 13 15 0 15 24 17 22 11 17 9 20 21 13 13 12 
1 4
1 3
1 2
2 5
2 3
4 5
5 10
5 9
5 8
5 7
5 6
6 16
6 15
6 14
6 13
6 12
6 11
12 18
12 17
15 19
17 21
17 20
17 19
17 18
19 22
22 24
22 23

Graph 4_sub
24 34
16 16 17 7 21 14 17 21 15 17 14 13 22 6 19 15 14 22 21 13 9 4 18 24 
1 5
1 4
1 3
1 2
2 12
2 11
2 10
2 9
2 8
2 7
2 6
2 3
2 4
3 13
3 6
6 10
6 7
6 8
7 14
7 13
7 10
7 8
7 11
8 13
13 24
13 23
13 22
13 21
13 20
13 19
13 18
13 17
13 16
13 15

Graph 5_sub
24 42
24 18 14 17 5 16 13 14 14 14 8 12 17 12 10 12 21 17 14 16 17 16 17 20 
1 6
1 5
1 4
1 3
1 2
2 10
2 9
2 8
2 7
2 5
2 3
2 4
3 9
3 7
4 9
4 8
4 7
5 9
5 7
7 8
7 9
8 10
9 14
9 12
9 11
10 14
11 13
12 16
12 15
12 14
14 19
14 18
14 17
14 15
17 22
17 21
17 20
18 24
18 23
20 22
20 21
21 22

Graph 6_sub
24 27
15 12 14 8 18 10 10 15 13 13 15 14 25 17 12 8 16 11 19 17 10 17 8 20 
1 2
2 5
2 4
2 3
3 11
3 10
3 9
3 8
3 7
3 6
6 12
7 15
7 14
7 13
9 19
15 17
15 16
16 18
16 17
18 23
18 22
18 21
18 20
18 19
19 24
19 20
19 21

Graph 7_sub
24 43
16 8 18 15 15 14 20 6 20 12 16 20 10 14 19 10 9 21 11 14 14 19 7 24 
1 6
1 5
1 4
1 3
1 2
2 6
2 5
2 4
2 3
3 5
3 4
3 6
4 5
4 6
5 14
5 13
5 12
5 11
5 10
5 9
5 8
5 7
5 6
7 9
7 13
7 10
8 15
9 16
9 13
9 10
11 16
14 18
16 18
16 17
17 21
17 20
17 19
18 24
18 23
18 22
19 20
19 21
20 21

Graph 8_sub
24 34
